danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.623,0.893,5,-9.169,1,0.0419,0.083,0.0,0.203,0.813,141.999,audio_features,2wCAvM1a0mif1rXaXzgAJU,spotify:track:2wCAvM1a0mif1rXaXzgAJU,https://api.spotify.com/v1/tracks/2wCAvM1a0mif1rXaXzgAJU,https://api.spotify.com/v1/audio-analysis/2wCAvM1a0mif1rXaXzgAJU,231467,4
0.499,0.479,2,-9.171,1,0.0266,0.691,0.904,0.371,0.0874,138.035,audio_features,1McgAPL50ye73zXG9Oce20,spotify:track:1McgAPL50ye73zXG9Oce20,https://api.spotify.com/v1/tracks/1McgAPL50ye73zXG9Oce20,https://api.spotify.com/v1/audio-analysis/1McgAPL50ye73zXG9Oce20,340727,4
0.704,0.645,1,-9.172,1,0.035,0.00775,0.0,0.0736,0.49,118.487,audio_features,6gBCA9p6OcPHGQ6OJgIDTL,spotify:track:6gBCA9p6OcPHGQ6OJgIDTL,https://api.spotify.com/v1/tracks/6gBCA9p6OcPHGQ6OJgIDTL,https://api.spotify.com/v1/audio-analysis/6gBCA9p6OcPHGQ6OJgIDTL,200920,4
0.543,0.247,3,-9.174,1,0.0353,0.794,0.0,0.197,0.321,84.007,audio_features,5P4EQaoX8QEyL59fUhLeR9,spotify:track:5P4EQaoX8QEyL59fUhLeR9,https://api.spotify.com/v1/tracks/5P4EQaoX8QEyL59fUhLeR9,https://api.spotify.com/v1/audio-analysis/5P4EQaoX8QEyL59fUhLeR9,127010,4
0.428,0.571,5,-9.175,0,0.06,0.0279,0.327,0.0884,0.309,167.132,audio_features,2Y7EoumGOrCs1ttIFRKSPk,spotify:track:2Y7EoumGOrCs1ttIFRKSPk,https://api.spotify.com/v1/tracks/2Y7EoumGOrCs1ttIFRKSPk,https://api.spotify.com/v1/audio-analysis/2Y7EoumGOrCs1ttIFRKSPk,88813,4
0.426,0.545,2,-9.177,1,0.0339,0.13,0.00042,0.122,0.173,131.661,audio_features,4mItbNF2XGcLxJGRqIekSy,spotify:track:4mItbNF2XGcLxJGRqIekSy,https://api.spotify.com/v1/tracks/4mItbNF2XGcLxJGRqIekSy,https://api.spotify.com/v1/audio-analysis/4mItbNF2XGcLxJGRqIekSy,265213,4
0.15,0.364,5,-9.178,0,0.0346,0.818,2.62e-05,0.0859,0.105,79.081,audio_features,76tyvqhOBUvKmCMXof6W8f,spotify:track:76tyvqhOBUvKmCMXof6W8f,https://api.spotify.com/v1/tracks/76tyvqhOBUvKmCMXof6W8f,https://api.spotify.com/v1/audio-analysis/76tyvqhOBUvKmCMXof6W8f,349467,4
0.575,0.51,9,-9.185,0,0.0336,0.241,5.61e-06,0.173,0.674,134.735,audio_features,0FYcSssbBTIedvK94SauJS,spotify:track:0FYcSssbBTIedvK94SauJS,https://api.spotify.com/v1/tracks/0FYcSssbBTIedvK94SauJS,https://api.spotify.com/v1/audio-analysis/0FYcSssbBTIedvK94SauJS,229307,4
0.612,0.577,7,-9.189,1,0.0315,0.674,0.0,0.363,0.968,140.384,audio_features,4XzrvViLi9wmcaUxYNz1IE,spotify:track:4XzrvViLi9wmcaUxYNz1IE,https://api.spotify.com/v1/tracks/4XzrvViLi9wmcaUxYNz1IE,https://api.spotify.com/v1/audio-analysis/4XzrvViLi9wmcaUxYNz1IE,146645,4
0.297,0.509,1,-9.192,1,0.0515,0.652,5.14e-06,0.101,0.461,173.624,audio_features,7ut9ip5RNfIISdakhfPb0P,spotify:track:7ut9ip5RNfIISdakhfPb0P,https://api.spotify.com/v1/tracks/7ut9ip5RNfIISdakhfPb0P,https://api.spotify.com/v1/audio-analysis/7ut9ip5RNfIISdakhfPb0P,215497,4
0.569,0.42,4,-9.194,0,0.0309,0.76,0.0,0.115,0.264,119.902,audio_features,599X3aom0xAkMhgLjw9Ia9,spotify:track:599X3aom0xAkMhgLjw9Ia9,https://api.spotify.com/v1/tracks/599X3aom0xAkMhgLjw9Ia9,https://api.spotify.com/v1/audio-analysis/599X3aom0xAkMhgLjw9Ia9,282080,3
0.571,0.695,7,-9.201,0,0.0278,0.00261,0.000539,0.281,0.612,131.914,audio_features,2JpSxSp8PK1X3WEOPE0RVA,spotify:track:2JpSxSp8PK1X3WEOPE0RVA,https://api.spotify.com/v1/tracks/2JpSxSp8PK1X3WEOPE0RVA,https://api.spotify.com/v1/audio-analysis/2JpSxSp8PK1X3WEOPE0RVA,288907,4
0.33,0.713,8,-9.201,1,0.113,0.000461,0.863,0.125,0.447,179.034,audio_features,6ZrTefMxkq4Tx2YSVrZ2ux,spotify:track:6ZrTefMxkq4Tx2YSVrZ2ux,https://api.spotify.com/v1/tracks/6ZrTefMxkq4Tx2YSVrZ2ux,https://api.spotify.com/v1/audio-analysis/6ZrTefMxkq4Tx2YSVrZ2ux,315736,4
0.305,0.361,7,-9.201,0,0.032,0.732,0.0,0.0858,0.273,154.068,audio_features,5laooGcY5SocbZmDmAUaXv,spotify:track:5laooGcY5SocbZmDmAUaXv,https://api.spotify.com/v1/tracks/5laooGcY5SocbZmDmAUaXv,https://api.spotify.com/v1/audio-analysis/5laooGcY5SocbZmDmAUaXv,258383,4
0.595,0.447,0,-9.203,0,0.0282,0.794,0.000261,0.152,0.573,97.074,audio_features,7xfs8nO9Ct79EaL9sMJEVA,spotify:track:7xfs8nO9Ct79EaL9sMJEVA,https://api.spotify.com/v1/tracks/7xfs8nO9Ct79EaL9sMJEVA,https://api.spotify.com/v1/audio-analysis/7xfs8nO9Ct79EaL9sMJEVA,187867,4
0.709,0.587,6,-9.205,0,0.0358,0.00324,0.825,0.0789,0.775,125.021,audio_features,00EB9tnatgs1ZBQERGmSxN,spotify:track:00EB9tnatgs1ZBQERGmSxN,https://api.spotify.com/v1/tracks/00EB9tnatgs1ZBQERGmSxN,https://api.spotify.com/v1/audio-analysis/00EB9tnatgs1ZBQERGmSxN,207194,4
0.478,0.282,10,-9.208,1,0.0603,0.868,0.0,0.0682,0.492,74.223,audio_features,36rTl2VGaPbuWAj2vJZ2nD,spotify:track:36rTl2VGaPbuWAj2vJZ2nD,https://api.spotify.com/v1/tracks/36rTl2VGaPbuWAj2vJZ2nD,https://api.spotify.com/v1/audio-analysis/36rTl2VGaPbuWAj2vJZ2nD,329227,4
0.362,0.66,0,-9.216,0,0.0362,0.0724,0.842,0.389,0.472,183.939,audio_features,4NokjttzhJJm1tJ4ta3QyA,spotify:track:4NokjttzhJJm1tJ4ta3QyA,https://api.spotify.com/v1/tracks/4NokjttzhJJm1tJ4ta3QyA,https://api.spotify.com/v1/audio-analysis/4NokjttzhJJm1tJ4ta3QyA,258503,4
0.486,0.365,7,-9.222,1,0.025,0.744,0.0,0.0743,0.373,87.618,audio_features,7mJXcrdzHMme4YO0tkY40V,spotify:track:7mJXcrdzHMme4YO0tkY40V,https://api.spotify.com/v1/tracks/7mJXcrdzHMme4YO0tkY40V,https://api.spotify.com/v1/audio-analysis/7mJXcrdzHMme4YO0tkY40V,193200,4
0.624,0.773,0,-9.224,1,0.0325,0.119,2.68e-06,0.0842,0.824,129.562,audio_features,6OIOkp0YHQQ8xKjSXrpzds,spotify:track:6OIOkp0YHQQ8xKjSXrpzds,https://api.spotify.com/v1/tracks/6OIOkp0YHQQ8xKjSXrpzds,https://api.spotify.com/v1/audio-analysis/6OIOkp0YHQQ8xKjSXrpzds,235133,4
0.686,0.409,11,-9.224,0,0.0289,0.763,0.00624,0.289,0.576,119.962,audio_features,0h7wnTP9VZVOWQvHyVqm15,spotify:track:0h7wnTP9VZVOWQvHyVqm15,https://api.spotify.com/v1/tracks/0h7wnTP9VZVOWQvHyVqm15,https://api.spotify.com/v1/audio-analysis/0h7wnTP9VZVOWQvHyVqm15,266653,4
0.461,0.41,5,-9.226,1,0.0266,0.511,1.5e-05,0.327,0.242,88.881,audio_features,6wSMy8BtjeN48L7bKHaE5O,spotify:track:6wSMy8BtjeN48L7bKHaE5O,https://api.spotify.com/v1/tracks/6wSMy8BtjeN48L7bKHaE5O,https://api.spotify.com/v1/audio-analysis/6wSMy8BtjeN48L7bKHaE5O,188973,4
0.685,0.579,5,-9.228,1,0.0438,0.42,0.0,0.0732,0.485,117.103,audio_features,7CerAhcVupCSJzjTMxcZnm,spotify:track:7CerAhcVupCSJzjTMxcZnm,https://api.spotify.com/v1/tracks/7CerAhcVupCSJzjTMxcZnm,https://api.spotify.com/v1/audio-analysis/7CerAhcVupCSJzjTMxcZnm,244667,4
0.504,0.327,0,-9.229,0,0.0256,0.905,0.00185,0.13,0.227,91.937,audio_features,6gicL6hLJh2OyEbPeycxed,spotify:track:6gicL6hLJh2OyEbPeycxed,https://api.spotify.com/v1/tracks/6gicL6hLJh2OyEbPeycxed,https://api.spotify.com/v1/audio-analysis/6gicL6hLJh2OyEbPeycxed,283800,3
0.48,0.392,1,-9.231,0,0.0302,0.756,2.16e-05,0.0802,0.332,134.922,audio_features,5SJJH8IXiYyHML1wMk87QB,spotify:track:5SJJH8IXiYyHML1wMk87QB,https://api.spotify.com/v1/tracks/5SJJH8IXiYyHML1wMk87QB,https://api.spotify.com/v1/audio-analysis/5SJJH8IXiYyHML1wMk87QB,304800,4
0.56,0.803,2,-9.232,0,0.033,0.0136,2.81e-05,0.276,0.729,146.952,audio_features,5Cf7VtmiIq9asIsmjWULPc,spotify:track:5Cf7VtmiIq9asIsmjWULPc,https://api.spotify.com/v1/tracks/5Cf7VtmiIq9asIsmjWULPc,https://api.spotify.com/v1/audio-analysis/5Cf7VtmiIq9asIsmjWULPc,248933,4
0.432,0.537,11,-9.232,1,0.0309,0.253,0.0,0.113,0.376,147.793,audio_features,1ILEICHcPj0p1WTdv01rpI,spotify:track:1ILEICHcPj0p1WTdv01rpI,https://api.spotify.com/v1/tracks/1ILEICHcPj0p1WTdv01rpI,https://api.spotify.com/v1/audio-analysis/1ILEICHcPj0p1WTdv01rpI,300507,4
0.33,0.363,10,-9.242,1,0.0316,0.796,0.0,0.36,0.353,139.723,audio_features,6LKob2dbSUDrM8FU5FYt9Z,spotify:track:6LKob2dbSUDrM8FU5FYt9Z,https://api.spotify.com/v1/tracks/6LKob2dbSUDrM8FU5FYt9Z,https://api.spotify.com/v1/audio-analysis/6LKob2dbSUDrM8FU5FYt9Z,254400,4
0.59,0.315,5,-9.252,1,0.0292,0.669,0.0,0.174,0.214,86.022,audio_features,4QnBgXJAEoHjKj6LiKP9wS,spotify:track:4QnBgXJAEoHjKj6LiKP9wS,https://api.spotify.com/v1/tracks/4QnBgXJAEoHjKj6LiKP9wS,https://api.spotify.com/v1/audio-analysis/4QnBgXJAEoHjKj6LiKP9wS,298373,4
0.269,0.331,1,-9.253,1,0.0338,0.692,0.0,0.0851,0.25,139.338,audio_features,1rAw6DXyDa2oDIBgcqlOyr,spotify:track:1rAw6DXyDa2oDIBgcqlOyr,https://api.spotify.com/v1/tracks/1rAw6DXyDa2oDIBgcqlOyr,https://api.spotify.com/v1/audio-analysis/1rAw6DXyDa2oDIBgcqlOyr,324480,4
0.659,0.883,5,-9.254,1,0.0522,0.0985,0.0121,0.239,0.704,129.955,audio_features,5gNlCtBy2ajx69QRJPE0qG,spotify:track:5gNlCtBy2ajx69QRJPE0qG,https://api.spotify.com/v1/tracks/5gNlCtBy2ajx69QRJPE0qG,https://api.spotify.com/v1/audio-analysis/5gNlCtBy2ajx69QRJPE0qG,283333,4
0.122,0.825,10,-9.257,0,0.0329,1.32e-06,0.949,0.614,0.8,108.888,audio_features,4ztFPz9CTh4Ceuw0EHiw90,spotify:track:4ztFPz9CTh4Ceuw0EHiw90,https://api.spotify.com/v1/tracks/4ztFPz9CTh4Ceuw0EHiw90,https://api.spotify.com/v1/audio-analysis/4ztFPz9CTh4Ceuw0EHiw90,31363,4
0.5,0.685,7,-9.258,1,0.0279,0.00189,0.000773,0.853,0.605,126.572,audio_features,7m47xcudGqOrcdbfXD342c,spotify:track:7m47xcudGqOrcdbfXD342c,https://api.spotify.com/v1/tracks/7m47xcudGqOrcdbfXD342c,https://api.spotify.com/v1/audio-analysis/7m47xcudGqOrcdbfXD342c,262267,4
0.686,0.496,3,-9.259,0,0.0281,0.29,5.95e-06,0.07,0.827,135.92,audio_features,3k8shVrUONd38NhwdFLNL8,spotify:track:3k8shVrUONd38NhwdFLNL8,https://api.spotify.com/v1/tracks/3k8shVrUONd38NhwdFLNL8,https://api.spotify.com/v1/audio-analysis/3k8shVrUONd38NhwdFLNL8,208627,4
0.719,0.845,4,-9.262,1,0.0895,0.0534,0.0411,0.366,0.74,130.902,audio_features,2p0owRvYOHdTNFRvh7aVV5,spotify:track:2p0owRvYOHdTNFRvh7aVV5,https://api.spotify.com/v1/tracks/2p0owRvYOHdTNFRvh7aVV5,https://api.spotify.com/v1/audio-analysis/2p0owRvYOHdTNFRvh7aVV5,416848,4
0.455,0.388,0,-9.265,1,0.0281,0.552,0.000173,0.325,0.346,116.036,audio_features,2TaFotUGiAFmY8mKxbBSNa,spotify:track:2TaFotUGiAFmY8mKxbBSNa,https://api.spotify.com/v1/tracks/2TaFotUGiAFmY8mKxbBSNa,https://api.spotify.com/v1/audio-analysis/2TaFotUGiAFmY8mKxbBSNa,230133,3
0.48,0.457,11,-9.271,0,0.03,0.697,0.0,0.0962,0.377,128.824,audio_features,4DSeu5mAhz3u2jYcMmHUVN,spotify:track:4DSeu5mAhz3u2jYcMmHUVN,https://api.spotify.com/v1/tracks/4DSeu5mAhz3u2jYcMmHUVN,https://api.spotify.com/v1/audio-analysis/4DSeu5mAhz3u2jYcMmHUVN,253680,4
0.39,0.593,7,-9.272,1,0.0337,0.178,1.48e-05,0.249,0.485,75.055,audio_features,3pevN6yx8shekkdMz5M4XR,spotify:track:3pevN6yx8shekkdMz5M4XR,https://api.spotify.com/v1/tracks/3pevN6yx8shekkdMz5M4XR,https://api.spotify.com/v1/audio-analysis/3pevN6yx8shekkdMz5M4XR,315733,4
0.574,0.353,8,-9.274,1,0.0449,0.798,4.76e-06,0.118,0.174,80.072,audio_features,0yVovOZGZtBXoZQr5gakeb,spotify:track:0yVovOZGZtBXoZQr5gakeb,https://api.spotify.com/v1/tracks/0yVovOZGZtBXoZQr5gakeb,https://api.spotify.com/v1/audio-analysis/0yVovOZGZtBXoZQr5gakeb,272040,4
0.36,0.535,11,-9.282,1,0.0371,0.883,0.175,0.182,0.339,77.987,audio_features,3TwdQubE8bmQM4ju8V4Ryq,spotify:track:3TwdQubE8bmQM4ju8V4Ryq,https://api.spotify.com/v1/tracks/3TwdQubE8bmQM4ju8V4Ryq,https://api.spotify.com/v1/audio-analysis/3TwdQubE8bmQM4ju8V4Ryq,371333,4
0.724,0.623,11,-9.286,1,0.0386,0.253,0.0,0.105,0.452,129.948,audio_features,4cQgSMbTV7Hdc6C17C5Ok8,spotify:track:4cQgSMbTV7Hdc6C17C5Ok8,https://api.spotify.com/v1/tracks/4cQgSMbTV7Hdc6C17C5Ok8,https://api.spotify.com/v1/audio-analysis/4cQgSMbTV7Hdc6C17C5Ok8,251077,4
0.621,0.373,1,-9.286,1,0.0437,0.801,1.45e-05,0.0983,0.492,80.924,audio_features,5VDFdX4rP5EN3U7UKSZiE7,spotify:track:5VDFdX4rP5EN3U7UKSZiE7,https://api.spotify.com/v1/tracks/5VDFdX4rP5EN3U7UKSZiE7,https://api.spotify.com/v1/audio-analysis/5VDFdX4rP5EN3U7UKSZiE7,213333,4
0.474,0.377,8,-9.288,1,0.0351,0.0993,0.000285,0.133,0.173,133.05,audio_features,0lFcVWHouQKg2PqNGQlPjE,spotify:track:0lFcVWHouQKg2PqNGQlPjE,https://api.spotify.com/v1/tracks/0lFcVWHouQKg2PqNGQlPjE,https://api.spotify.com/v1/audio-analysis/0lFcVWHouQKg2PqNGQlPjE,414453,4
0.437,0.255,8,-9.294,1,0.0397,0.906,7.99e-05,0.235,0.143,133.929,audio_features,1DchHBz6vhf7XilpvrJcHs,spotify:track:1DchHBz6vhf7XilpvrJcHs,https://api.spotify.com/v1/tracks/1DchHBz6vhf7XilpvrJcHs,https://api.spotify.com/v1/audio-analysis/1DchHBz6vhf7XilpvrJcHs,283613,4
0.721,0.618,0,-9.295,1,0.0279,0.0818,0.155,0.192,0.704,109.812,audio_features,4gMlt6rBdXkIxBwLlDMH4V,spotify:track:4gMlt6rBdXkIxBwLlDMH4V,https://api.spotify.com/v1/tracks/4gMlt6rBdXkIxBwLlDMH4V,https://api.spotify.com/v1/audio-analysis/4gMlt6rBdXkIxBwLlDMH4V,202933,4
0.551,0.482,0,-9.304,0,0.0356,0.799,4.49e-06,0.127,0.642,131.792,audio_features,5zzs0z6ORTvI2dq7RPZKQt,spotify:track:5zzs0z6ORTvI2dq7RPZKQt,https://api.spotify.com/v1/tracks/5zzs0z6ORTvI2dq7RPZKQt,https://api.spotify.com/v1/audio-analysis/5zzs0z6ORTvI2dq7RPZKQt,143760,4
0.649,0.261,8,-9.309,1,0.0299,0.88,0.0,0.0834,0.455,126.043,audio_features,5AycLFSxq0ahGofoTh4NOq,spotify:track:5AycLFSxq0ahGofoTh4NOq,https://api.spotify.com/v1/tracks/5AycLFSxq0ahGofoTh4NOq,https://api.spotify.com/v1/audio-analysis/5AycLFSxq0ahGofoTh4NOq,275000,4
0.565,0.393,1,-9.309,0,0.0244,0.739,0.000845,0.143,0.229,75.537,audio_features,7ucg4uFv2ClTvHB3yklw5O,spotify:track:7ucg4uFv2ClTvHB3yklw5O,https://api.spotify.com/v1/tracks/7ucg4uFv2ClTvHB3yklw5O,https://api.spotify.com/v1/audio-analysis/7ucg4uFv2ClTvHB3yklw5O,260467,4
0.745,0.659,11,-9.31,0,0.0297,0.094,0.00225,0.258,0.845,128.816,audio_features,17UGjP6pwC4aZ5bR3zCWfg,spotify:track:17UGjP6pwC4aZ5bR3zCWfg,https://api.spotify.com/v1/tracks/17UGjP6pwC4aZ5bR3zCWfg,https://api.spotify.com/v1/audio-analysis/17UGjP6pwC4aZ5bR3zCWfg,291442,4
0.635,0.85,11,-9.315,0,0.0355,0.00841,0.923,0.339,0.853,129.983,audio_features,2eglom07e7m9PYRnWWCqNH,spotify:track:2eglom07e7m9PYRnWWCqNH,https://api.spotify.com/v1/tracks/2eglom07e7m9PYRnWWCqNH,https://api.spotify.com/v1/audio-analysis/2eglom07e7m9PYRnWWCqNH,261745,4
0.469,0.323,7,-9.317,1,0.028,0.789,0.0,0.122,0.423,92.217,audio_features,52qPkNO9QwgIpvBZTHnuDq,spotify:track:52qPkNO9QwgIpvBZTHnuDq,https://api.spotify.com/v1/tracks/52qPkNO9QwgIpvBZTHnuDq,https://api.spotify.com/v1/audio-analysis/52qPkNO9QwgIpvBZTHnuDq,280880,4
0.595,0.736,11,-9.318,0,0.0514,0.457,0.0,0.226,0.791,140.876,audio_features,0spNWHLC2tdPHQdEWgPBLk,spotify:track:0spNWHLC2tdPHQdEWgPBLk,https://api.spotify.com/v1/tracks/0spNWHLC2tdPHQdEWgPBLk,https://api.spotify.com/v1/audio-analysis/0spNWHLC2tdPHQdEWgPBLk,163653,4
0.632,0.814,8,-9.321,1,0.0282,0.371,0.893,0.117,0.667,112.986,audio_features,4YB3ukxpRxpWWiM99vcHST,spotify:track:4YB3ukxpRxpWWiM99vcHST,https://api.spotify.com/v1/tracks/4YB3ukxpRxpWWiM99vcHST,https://api.spotify.com/v1/audio-analysis/4YB3ukxpRxpWWiM99vcHST,302411,4
0.219,0.247,1,-9.321,1,0.0327,0.91,0.0,0.188,0.287,79.914,audio_features,7qlakX0diAfVTwrYU0ilOB,spotify:track:7qlakX0diAfVTwrYU0ilOB,https://api.spotify.com/v1/tracks/7qlakX0diAfVTwrYU0ilOB,https://api.spotify.com/v1/audio-analysis/7qlakX0diAfVTwrYU0ilOB,282880,4
0.541,0.513,2,-9.33,1,0.0324,0.417,2.83e-06,0.111,0.481,121.001,audio_features,19A0TbM0QBo2mTR4bpxsQ5,spotify:track:19A0TbM0QBo2mTR4bpxsQ5,https://api.spotify.com/v1/tracks/19A0TbM0QBo2mTR4bpxsQ5,https://api.spotify.com/v1/audio-analysis/19A0TbM0QBo2mTR4bpxsQ5,263106,4
0.624,0.519,11,-9.334,0,0.0313,0.435,0.000297,0.814,0.727,117.053,audio_features,6xKInr7pd4Ua2welCXCr2J,spotify:track:6xKInr7pd4Ua2welCXCr2J,https://api.spotify.com/v1/tracks/6xKInr7pd4Ua2welCXCr2J,https://api.spotify.com/v1/audio-analysis/6xKInr7pd4Ua2welCXCr2J,224400,4
0.544,0.545,0,-9.334,1,0.0406,0.187,1.09e-05,0.298,0.737,110.022,audio_features,29OYuvm8SMAAy3sfLOraoo,spotify:track:29OYuvm8SMAAy3sfLOraoo,https://api.spotify.com/v1/tracks/29OYuvm8SMAAy3sfLOraoo,https://api.spotify.com/v1/audio-analysis/29OYuvm8SMAAy3sfLOraoo,381036,4
0.496,0.434,4,-9.341,0,0.0264,0.68,1.68e-06,0.0814,0.359,95.363,audio_features,0bCAg9EtcPV2pPC8fUK5Ct,spotify:track:0bCAg9EtcPV2pPC8fUK5Ct,https://api.spotify.com/v1/tracks/0bCAg9EtcPV2pPC8fUK5Ct,https://api.spotify.com/v1/audio-analysis/0bCAg9EtcPV2pPC8fUK5Ct,235533,4
0.553,0.413,7,-9.347,1,0.0289,0.0381,0.678,0.404,0.247,135.982,audio_features,07xEzTNpyKkQS6WhVH199q,spotify:track:07xEzTNpyKkQS6WhVH199q,https://api.spotify.com/v1/tracks/07xEzTNpyKkQS6WhVH199q,https://api.spotify.com/v1/audio-analysis/07xEzTNpyKkQS6WhVH199q,319258,4
0.332,0.438,5,-9.348,0,0.0369,0.843,0.0362,0.42,0.533,137.949,audio_features,5aFB8Qbn3QWakpd8NVvtBS,spotify:track:5aFB8Qbn3QWakpd8NVvtBS,https://api.spotify.com/v1/tracks/5aFB8Qbn3QWakpd8NVvtBS,https://api.spotify.com/v1/audio-analysis/5aFB8Qbn3QWakpd8NVvtBS,202827,4
0.671,0.757,7,-9.352,1,0.0262,0.0191,0.0,0.307,0.796,116.315,audio_features,695TUXYoW9nxB5CSKv3aU3,spotify:track:695TUXYoW9nxB5CSKv3aU3,https://api.spotify.com/v1/tracks/695TUXYoW9nxB5CSKv3aU3,https://api.spotify.com/v1/audio-analysis/695TUXYoW9nxB5CSKv3aU3,301267,4
0.521,0.286,2,-9.354,1,0.0261,0.9,0.0334,0.126,0.331,102.217,audio_features,2gfoSzSSh0VlaZi98w5ck7,spotify:track:2gfoSzSSh0VlaZi98w5ck7,https://api.spotify.com/v1/tracks/2gfoSzSSh0VlaZi98w5ck7,https://api.spotify.com/v1/audio-analysis/2gfoSzSSh0VlaZi98w5ck7,111120,4
0.274,0.298,2,-9.359,0,0.0426,0.93,1.23e-05,0.2,0.311,70.267,audio_features,1Pi3dSJz5ej5K4HjOabLCT,spotify:track:1Pi3dSJz5ej5K4HjOabLCT,https://api.spotify.com/v1/tracks/1Pi3dSJz5ej5K4HjOabLCT,https://api.spotify.com/v1/audio-analysis/1Pi3dSJz5ej5K4HjOabLCT,203974,4
0.35,0.36,7,-9.361,1,0.0299,0.719,0.0,0.114,0.214,164.054,audio_features,1BOrkVp1NVNxv1l6AHOEaa,spotify:track:1BOrkVp1NVNxv1l6AHOEaa,https://api.spotify.com/v1/tracks/1BOrkVp1NVNxv1l6AHOEaa,https://api.spotify.com/v1/audio-analysis/1BOrkVp1NVNxv1l6AHOEaa,335973,4
0.599,0.566,5,-9.366,0,0.0245,0.0547,8.44e-06,0.246,0.484,105.928,audio_features,6GPd8adNHW27XBHZl0pfJR,spotify:track:6GPd8adNHW27XBHZl0pfJR,https://api.spotify.com/v1/tracks/6GPd8adNHW27XBHZl0pfJR,https://api.spotify.com/v1/audio-analysis/6GPd8adNHW27XBHZl0pfJR,236093,4
0.515,0.426,7,-9.368,1,0.0297,0.569,0.000487,0.0943,0.255,126.484,audio_features,5FTG9yTXV68vSkih9jqS1I,spotify:track:5FTG9yTXV68vSkih9jqS1I,https://api.spotify.com/v1/tracks/5FTG9yTXV68vSkih9jqS1I,https://api.spotify.com/v1/audio-analysis/5FTG9yTXV68vSkih9jqS1I,303040,4
0.501,0.378,4,-9.37,1,0.029,0.735,0.0,0.119,0.178,119.987,audio_features,4FCb4CUbFCMNRkI6lYc1zI,spotify:track:4FCb4CUbFCMNRkI6lYc1zI,https://api.spotify.com/v1/tracks/4FCb4CUbFCMNRkI6lYc1zI,https://api.spotify.com/v1/audio-analysis/4FCb4CUbFCMNRkI6lYc1zI,257733,4
0.365,0.412,7,-9.372,1,0.034,0.654,0.000897,0.373,0.585,142.087,audio_features,6Uwz9LrLTP3VlUQnrwEjbR,spotify:track:6Uwz9LrLTP3VlUQnrwEjbR,https://api.spotify.com/v1/tracks/6Uwz9LrLTP3VlUQnrwEjbR,https://api.spotify.com/v1/audio-analysis/6Uwz9LrLTP3VlUQnrwEjbR,259467,4
0.679,0.692,2,-9.374,1,0.0272,0.0717,1.06e-05,0.0548,0.604,123.621,audio_features,4RV4AFw5Pn7Jt9cu7XQGQ5,spotify:track:4RV4AFw5Pn7Jt9cu7XQGQ5,https://api.spotify.com/v1/tracks/4RV4AFw5Pn7Jt9cu7XQGQ5,https://api.spotify.com/v1/audio-analysis/4RV4AFw5Pn7Jt9cu7XQGQ5,267733,4
0.546,0.406,9,-9.375,0,0.0254,0.548,0.0913,0.125,0.557,96.594,audio_features,4fTcC0CXQwgYn5dYyT7X6C,spotify:track:4fTcC0CXQwgYn5dYyT7X6C,https://api.spotify.com/v1/tracks/4fTcC0CXQwgYn5dYyT7X6C,https://api.spotify.com/v1/audio-analysis/4fTcC0CXQwgYn5dYyT7X6C,215333,4
0.416,0.385,0,-9.388,1,0.0279,0.0958,5.24e-06,0.228,0.458,133.298,audio_features,3S6N0Wbem9KV3DBcYNfXuv,spotify:track:3S6N0Wbem9KV3DBcYNfXuv,https://api.spotify.com/v1/tracks/3S6N0Wbem9KV3DBcYNfXuv,https://api.spotify.com/v1/audio-analysis/3S6N0Wbem9KV3DBcYNfXuv,182227,4
0.327,0.317,6,-9.389,0,0.0297,0.44,2.44e-06,0.0836,0.526,86.514,audio_features,3fnL6TogLNljWl5BYDW4ZB,spotify:track:3fnL6TogLNljWl5BYDW4ZB,https://api.spotify.com/v1/tracks/3fnL6TogLNljWl5BYDW4ZB,https://api.spotify.com/v1/audio-analysis/3fnL6TogLNljWl5BYDW4ZB,205853,4
0.576,0.401,8,-9.393,0,0.0447,0.664,0.913,0.109,0.0929,94.62,audio_features,23igaqdccQoXcZbE8m5Abb,spotify:track:23igaqdccQoXcZbE8m5Abb,https://api.spotify.com/v1/tracks/23igaqdccQoXcZbE8m5Abb,https://api.spotify.com/v1/audio-analysis/23igaqdccQoXcZbE8m5Abb,203187,4
0.245,0.223,10,-9.396,1,0.0353,0.932,2.96e-06,0.109,0.0727,134.664,audio_features,7hlizfVnj7BGa5mpR1GHwX,spotify:track:7hlizfVnj7BGa5mpR1GHwX,https://api.spotify.com/v1/tracks/7hlizfVnj7BGa5mpR1GHwX,https://api.spotify.com/v1/audio-analysis/7hlizfVnj7BGa5mpR1GHwX,224373,4
0.633,0.742,2,-9.397,1,0.04,0.0399,0.00918,0.128,0.589,92.854,audio_features,49jYzQRRb8MczZUy9WbVYY,spotify:track:49jYzQRRb8MczZUy9WbVYY,https://api.spotify.com/v1/tracks/49jYzQRRb8MczZUy9WbVYY,https://api.spotify.com/v1/audio-analysis/49jYzQRRb8MczZUy9WbVYY,399440,4
